ACO_Num,year,ACO_State,Start_Date,Track1,Track2,Adv_Pay,N_AB,Sav_rate,MinSavPerc,BnchmkMinExp,GenSaveLoss,EarnSaveLoss,QualScore,UpdatedBnchmk,HistBnchmk,ABtotBnchmk,ABtotExp,Adv_Pay_Amt,Adv_Pay_Recoup,QualPerfShare,FinalShareRate,Per_Capita_Exp_ALL_ESRD_BY1,Per_Capita_Exp_ALL_DIS_BY1,Per_Capita_Exp_ALL_AGDU_BY1,Per_Capita_Exp_ALL_AGND_BY1,Per_Capita_Exp_ALL_ESRD_BY2,Per_Capita_Exp_ALL_DIS_BY2,Per_Capita_Exp_ALL_AGDU_BY2,Per_Capita_Exp_ALL_AGND_BY2,Per_Capita_Exp_ALL_ESRD_BY3,Per_Capita_Exp_ALL_DIS_BY3,Per_Capita_Exp_ALL_AGDU_BY3,Per_Capita_Exp_ALL_AGND_BY3,Per_Capita_Exp_ALL_ESRD_PY,Per_Capita_Exp_ALL_DIS_PY,Per_Capita_Exp_ALL_AGDU_PY,Per_Capita_Exp_ALL_AGND_PY,Per_Capita_Exp_TOTAL_PY,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY,N_AB_Year_ESRD_BY3,N_AB_Year_DIS_BY3,N_AB_Year_AGED_Dual_BY3,N_AB_Year_AGED_NonDual_BY3,N_Ben_Age_0_64,N_Ben_Age_65_74,N_Ben_Age_75_84,N_Ben_Age_85plus,N_Ben_Female,N_Ben_Male,N_Ben_Race_White,N_Ben_Race_Black,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Native,N_Ben_Race_Other,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_INP_Other,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,ADM_Psych,readm_Rate_1000,prov_Rate_1000,P_SNF_ADM,P_EDV_Vis,P_EDV_Vis_HOSP,P_CT_VIS,P_MRI_VIS,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,P_Nurse_Vis,P_FQHC_RHC_Vis,N_CAH,N_FQHC,N_RHC,N_ETA,N_Fac_Other,N_PCP,N_Spec,N_NP,N_PA,N_CNS,ACO_NAME,N_AB_Year,N_AB_Year_ESRD,N_AB_Year_DIS,N_AB_Year_AGED_Dual,N_AB_Year_AGED_NonDual,CapAnn_HSP,CapAnn_SNF,CapAnn_OPD,CapAnn_PB,CapAnn_AmbPay,CapAnn_HHA,CapAnn_DME,CHF_ADM,COPD_ADM,PNEU_ADM
A82661,2014,California,1/1/13,1,0,0,22722,-0.0386,0.0247,-7958433,0,0,0.86,9318,9154,205995197,213953630,,,0.5,0.43,79996,6737,10134,8620,89080,7753,12121,8576,102554,9279,13027,8642,90556,10720,14330,9060,9678,0.996,0.871,0.94,0.917,1.012,0.913,0.958,0.898,1.028,0.955,0.963,0.906,1.039,0.988,0.954,0.914,82,1437,778,17216,2247,11020,6030,3425,12776,9946,21040,283,295,301,29,774,2965,2776,59,107,51,0,202,194,2,4,3,134,794,56,523,140,506,296,9056,3670,5008,229,149,0,5,0,0,4,127,315,20,2,1,"Meritage ACO, LLC",22108,79,1418,926,19685,364,1005,1883,3150,105,480,150,6.694358797,3.121018628,4.930304789
A13613,2014,New Jersey,1/1/13,1,0,0,15121,-0.0428,0.027,-7176609,0,0,0.89,11496,11222,167795290,174971899,,,0.5,0.44,77902,8351,18063,9690,95812,9248,19753,10205,100351,9839,17008,10477,98409,11204,20669,10734,11988,1.002,1.024,1.159,1.066,1.047,1.021,1.267,1.081,1.031,0.996,1.248,1.089,0.98,1.031,1.309,1.089,84,1593,600,9578,2570,6693,3826,2032,8820,6301,13215,1442,*,77,*,311,3930,3459,135,318,94,0,399,371,3,17,7,186,832,129,734,303,929,324,10814,4562,5188,1056,8,0,0,0,0,0,96,119,44,1,2,"Accountable Care Network of New Jersey, LLC",14596,118,1911,707,11859,382,1463,1623,4302,181,465,229,15.55256126,11.09918469,8.975266632
A76577,2014,Wisconsin,1/1/13,1,0,0,28598,-0.0199,0.0241,-4446270,0,0,0.94,8081,8169,223361613,227807882,,,0.5,0.47,68868,8304,8185,7451,61513,8242,9424,7540,71584,8514,10137,7545,75441,8583,10234,7536,8242,1.047,1.159,0.931,0.986,1.062,1.151,0.986,0.96,1.058,1.116,0.986,0.952,1.075,1.143,1.008,0.96,205,4406,776,20974,5729,13063,6594,3212,16561,12037,26737,749,259,84,53,716,2607,2371,102,83,85,0,256,237,3,5,11,154,763,64,616,166,625,229,6958,2705,2903,1346,5,0,0,0,0,4,315,1245,210,2,1,"UW Health ACO, Inc.",27641,189,4272,819,22361,402,714,2281,1882,93,242,244,9.768098115,4.811692775,6.331174704
A66307,2014,Nevada,1/1/13,1,0,0,5630,0.0513,0.0371,3569716,3569716,1243739,0.71,12625,12469,69549428,65979712,,,0.5,0.36,117699,16338,25814,10835,90887,15121,24940,11677,100210,15589,27693,10830,81453,16247,22824,10604,11977,1.092,1.314,1.297,1.105,1.048,1.514,1.234,1.128,1,1.411,1.201,1.123,1.035,1.461,1.355,1.128,43,423,171,5185,549,2595,1854,632,3190,2440,4796,398,142,*,*,213,4371,3103,326,974,129,0,354,289,8,49,8,188,771,52,561,231,784,412,11688,4359,6264,1058,6,0,0,0,0,0,18,11,3,1,0,"A.M. Beajow, M.D. Internal Medicine Associates ACO, P.C",5509,48,378,163,4919,219,833,1195,4964,102,774,203,9.983663097,5.082592122,7.079324741
A97296,2014,New Mexico,1/1/13,1,0,0,5075,-0.0169,0.0388,-524065,0,0,0,6265,6191,31055714,31579779,,,0.5,0,50956,5247,6966,5233,57810,5140,8118,5400,60718,6142,7530,5379,67685,6271,5011,5989,6371,0.954,0.792,0.759,0.755,0.982,0.789,0.781,0.777,0.982,0.892,0.869,0.822,0.952,0.91,0.72,0.84,31,1166,453,3406,1279,2291,1164,341,2697,2378,4299,*,*,404,158,143,2162,1895,23,177,75,8,201,182,0,9,9,131,757,21,633,127,460,201,8004,2083,2331,687,2903,0,36,0,0,4,57,39,47,1,0,"Accountable Care Coalition of New Mexico, LLC",4957,29,1055,225,3647,156,223,1566,1809,157,236,300,4.034562754,6.253572269,8.069125509
A39327,2014,Georgia,1/1/13,1,0,0,10914,-0.0058,0.0295,-646054,0,0,0.79,10600,10267,111718529,112364583,,,0.5,0.39,68157,9149,11763,9641,78944,9124,13140,9320,76675,9115,11681,9455,71314,9445,11438,9849,10661,0.988,1.167,1.109,1.187,1.006,1.148,1.05,1.174,0.985,1.12,1.054,1.16,1.06,1.076,0.98,1.196,137,1947,326,8125,2313,4636,2957,1008,6182,4732,8251,2395,77,*,*,128,3720,3130,323,281,57,0,449,416,9,16,8,184,779,81,845,282,939,347,11669,5865,5301,491,12,0,0,0,0,0,30,71,18,2,0,"Accountable Care Coalition of Central Georgia, LLC.",10539,144,1755,250,8391,310,675,1655,3783,268,385,330,24.28976936,16.4145707,15.65551541
A86799,2014,Georgia,1/1/13,1,0,0,10876,0.0111,0.0295,1010218,0,0,0.85,8747,8307,91230284,90220067,,,0.5,0.43,69143,6124,7498,6789,64373,6600,8322,6938,62493,7059,8795,6803,71376,6439,7483,7297,8650,0.978,0.987,0.885,1.026,0.986,0.998,0.871,1.034,0.972,0.998,0.876,1.053,0.987,0.985,0.87,1.053,236,4814,1011,4540,5214,3605,1428,629,6259,4617,5581,5068,*,108,*,84,2706,2338,74,169,133,5,310,281,2,8,18,171,709,41,1086,202,530,194,8184,385,3044,527,4228,0,115,0,0,0,154,70,60,0,0,"Accountable Care Coalition of Georgia, LLC.",10430,276,4352,832,4970,255,441,2478,2174,210,377,313,15.6278713,13.61446457,7.957750418
A46585,2014,Georgia,1/1/13,1,0,0,9811,0.0021,0.0302,190759,0,0,0.83,9718,9611,92678098,92487339,,,0.5,0.41,65894,8373,12436,8421,62564,8494,11611,8747,66438,8976,11649,8991,73017,9179,11308,8722,9698,0.96,1.09,1.052,1.114,0.937,1.111,1.076,1.138,0.97,1.084,1.073,1.155,0.942,1.074,1.133,1.126,91,2024,586,6762,2389,3719,2536,1167,5737,4074,8365,1327,29,*,*,65,2869,2549,136,93,118,0,338,315,4,5,15,159,769,78,843,220,731,272,10042,3802,4315,817,1108,0,0,1,0,0,5,0,0,0,0,"Accountable Care Coalition of Greater Athens Georgia II, LLC.",9536,107,2004,577,6848,377,715,1698,3130,262,672,323,13.31737113,10.69584138,19.08473658
A48354,2014,Ohio,1/1/13,1,0,1,6860,0.023,0.0343,1538014,0,0,0.92,10072,10341,66888795,65350782,1737160,0,0.5,0.46,75148,9993,18488,10198,78627,9107,14820,10116,73024,9466,13185,9209,66829,9614,13371,9001,9841,1.012,1.197,1.27,1.144,1.077,1.145,1.173,1.135,1.092,1.129,1.098,1.108,1.065,1.127,1.143,1.055,80,967,237,5817,1219,2975,1798,868,4033,2827,6440,276,*,*,*,119,2797,2421,152,207,65,0,321,297,4,13,7,157,803,100,806,199,679,238,9617,4281,3994,1334,7,0,0,0,0,0,25,33,17,0,0,"NOMS ACO, LLC",6641,70,927,214,5429,447,1035,2301,2756,132,454,230,12.94985695,12.04637856,9.637102846
A10419,2014,Georgia,1/1/13,1,0,0,5710,0.0121,0.0369,513116,0,0,0.74,7704,7393,42445256,41932140,,,0.5,0.37,64577,6701,5819,6322,72015,6233,5728,5268,66127,6254,5855,5379,62670,6352,6304,5609,7611,0.946,1.01,0.826,1.033,0.959,1.013,0.842,1.022,1,1.031,0.858,1.057,0.946,0.984,0.803,1.059,148,2211,608,3167,2416,2016,958,320,3616,2094,495,5050,*,66,*,54,2355,2059,104,45,172,0,268,243,3,2,20,180,595,25,953,203,456,178,6357,2653,2595,546,562,0,16,0,0,3,131,219,65,17,13,"Morehouse Choice Accountable Care Organization and Education System, Inc.",5509,161,1990,552,2806,121,241,2509,1874,198,344,234,21.23701048,7.260516404,3.630258202
A09602,2014,"Virginia,  Maryland,  Delaware",1/1/13,1,0,1,10001,0.0237,0.03,3344351,0,0,0.84,14648,14557,141340226,137995876,2031640,0,0.5,0.42,98725,15130,21065,12454,95368,15803,21976,12877,97730,15032,20804,12662,98035,15125,21876,12362,14302,1.029,1.321,1.279,1.163,1.02,1.326,1.318,1.139,1.07,1.281,1.261,1.127,1.141,1.331,1.231,1.12,120,859,569,7288,1322,4226,2871,1582,5757,4244,8113,1668,65,*,*,136,5795,5147,89,565,48,0,429,391,4,31,4,192,829,155,910,336,908,278,11693,4934,5067,1648,43,0,0,0,0,0,21,0,4,0,0,"Lower Shore ACO, LLC",9649,121,990,592,7946,376,1586,2707,3437,322,647,302,18.24023215,7.565550834,15.5456524
A25914,2014,Florida,1/1/13,1,0,0,7070,0.1542,0.0339,11296099,11296099,4627606,0.84,10666,10863,73272387,61976288,,,0.5,0.42,88629,10640,14924,11479,64008,9537,14914,11678,70922,10563,10392,9862,65869,8488,12943,8572,9022,1.052,1.224,1.267,1.314,1,1.23,1.225,1.311,0.997,1.233,1.22,1.297,1.01,1.167,1.159,1.261,38,1114,277,5562,1393,3004,1861,812,3836,3234,6543,283,*,103,*,109,2900,2260,49,509,99,0,334,291,2,27,13,150,759,25,649,229,680,361,10688,3453,6337,711,186,0,0,2,0,0,63,58,33,0,0,"Integral Healthcare, LLC",6869,37,1099,248,5486,125,228,1043,4037,87,644,218,11.93696699,13.97498575,5.531765191
A14086,2014,Arizona,1/1/13,1,0,0,4012,-0.0824,0.0444,-2689295,0,0,0,8328,8310,32636558,35325853,,,0.5,0,70583,8412,11377,8758,72949,7252,10361,8250,60827,8015,10734,7851,87647,11827,9875,8344,9015,1.054,1.192,1,1.045,1.008,1.12,0.924,1.004,0.895,1.078,0.868,0.965,0.964,1.111,0.761,0.96,27,309,129,3596,379,1997,1276,360,2123,1889,3672,46,13,194,19,68,3136,2596,*,523,*,0,275,242,*,31,*,162,785,28,481,168,750,312,9882,4410,4521,920,30,0,0,0,0,0,13,77,6,0,0,"Yuma Accountable Care Organization, LLC",3919,21,222,104,3572,222,255,1538,3444,108,300,241,9.44198707,*,12.50425315
A02472,2014,Ohio,1/1/13,1,0,1,8020,0.0177,0.032,1641283,0,0,0.85,12103,11530,92955781,91314498,1625740,0,0.5,0.43,96731,9205,12455,10231,99874,9335,11328,10911,89212,10245,14646,10851,113395,11253,16097,10433,11889,1,1.139,1.066,1.046,1.062,1.152,1.048,1.054,1.051,1.175,1.087,1.063,1.154,1.231,1.153,1.074,62,1241,364,5741,1654,3070,2014,1282,4665,3355,7140,633,*,*,*,155,3862,3348,373,108,151,0,394,366,8,6,14,190,806,151,831,284,775,227,10277,5987,3279,995,16,0,0,0,0,0,49,12,22,0,0,"American Health Network of Ohio Care Organization, LLC",7680,78,1319,365,5919,692,1824,1969,2959,310,682,278,17.05655137,13.93168699,11.19743067
A07870,2014,Florida,1/1/13,1,0,0,36355,0.0494,0.0234,17486002,17486002,7977169,0.93,9980,10008,354287385,336801384,,,0.5,0.47,76148,9849,14130,10067,85868,9284,15300,9735,86700,10257,13907,9700,78139,9742,12990,9127,9488,1.09,1.179,1.068,1.053,1.127,1.103,1.107,1.07,1.106,1.107,1.054,1.051,1.089,1.091,1.001,1.047,74,1567,386,21463,3580,17260,11249,4266,19693,16662,34548,740,100,326,23,618,2347,2150,27,123,64,0,271,255,1,7,8,164,811,56,509,188,851,346,11536,4782,6027,705,22,0,0,0,0,0,99,48,27,0,0,"ProCare Med, LLC",35499,125,2325,717,32332,180,568,1071,4644,78,540,270,9.352398078,5.802993988,7.09880818
A43641,2014,"California,  Pennsylvania",1/1/13,1,0,1,5512,0.0159,0.0375,1581328,0,0,0.87,18601,19104,99415919,97834591,0,0,0.5,0.43,130735,17826,22639,16487,134544,19159,21871,16802,136411,17491,21200,14619,121701,19250,21090,14275,18305,1.103,1.383,1.222,1.261,1.17,1.496,1.254,1.324,1.215,1.47,1.291,1.277,1.142,1.365,1.201,1.271,82,920,1396,3286,1034,2092,1495,891,3077,2435,3756,675,606,*,*,274,6442,5016,727,307,643,0,543,462,18,15,48,188,764,166,900,397,840,390,12812,5454,6885,458,15,0,0,0,0,0,33,14,5,1,0,"National ACO, LLC",5345,82,833,1259,3171,408,2652,2137,5590,456,1737,268,17.96183111,17.40052389,8.60671074
A51491,2014,"Wyoming,  Montana",1/1/13,1,0,0,12635,-0.0453,0.0284,-4580295,0,0,0.89,8251,8127,101137626,105717921,,,0.5,0.45,54159,8186,12188,7617,57672,8897,11036,7743,60465,9053,9618,7569,64361,10315,11152,7997,8625,0.936,1.086,1.082,0.953,0.952,1.063,1.01,0.967,0.953,1.054,1.03,0.972,0.99,1.09,1.044,1.009,60,1248,391,10117,1801,5664,3520,1650,7122,5513,12077,32,16,38,261,211,2795,2656,94,42,22,0,266,260,3,2,1,134,774,60,619,146,643,254,7627,2720,3107,1767,32,0,0,0,0,5,87,303,42,3,0,Billings Clinic,12257,60,1317,395,10485,165,537,2912,1907,85,129,279,9.21928435,9.708803873,11.01418927
A05696,2014,"Missouri,  Kansas",1/1/13,1,0,1,13419,-0.043,0.0279,-5249924,0,0,0.9,9364,9137,121966936,127216860,2394520,0,0.5,0.45,84244,10271,17070,8661,85199,10306,16912,8496,65476,10254,12304,8212,87714,10816,16788,8654,9768,1.053,1.176,1.123,0.992,1.011,1.145,1.094,0.99,1.013,1.148,1.174,0.988,1.022,1.199,1.129,1.004,85,1394,251,10399,2134,6101,3576,1608,7602,5817,11911,1106,97,84,21,200,3343,2798,213,316,56,3,367,335,6,19,7,162,792,73,647,253,694,248,8892,4722,3569,584,17,0,0,0,0,0,57,12,20,0,0,"KCMPA-ACO, LLC",13024,112,1518,293,11102,416,698,1892,2893,85,475,236,15.58601098,5.83515682,9.290183884
A54437,2014,Texas,1/1/13,1,0,1,9827,0.0834,0.0302,9531617,9531617,3952717,0.85,12014,11703,114229980,104698363,0,0,0.5,0.42,81566,10851,15252,10841,76787,9958,14699,10521,76461,10368,14773,10255,80158,10195,13483,9554,11011,1.039,1.184,1.077,1.071,1.047,1.178,1.092,1.088,1.053,1.138,1.06,1.082,1.108,1.183,1.038,1.097,124,1369,1286,7368,1713,3893,2886,1335,5751,4076,8026,743,78,751,17,212,3638,2680,142,716,114,9,382,326,4,39,12,152,731,75,789,239,692,240,10685,4971,4733,675,306,0,0,1,0,0,19,3,5,1,0,Integrated ACO LLC,9508,122,1297,1129,6960,439,1041,1596,3163,167,1048,238,14.30324277,9.465381245,11.88431201
A00934,2014,New York,1/1/13,1,0,0,13294,0.0607,0.028,7122016,7122016,2644605,0.76,9094,9002,117275057,110153040,,,0.5,0.38,79823,8035,8019,7629,76974,8304,7752,7440,76649,8020,7828,6707,75787,7932,7011,6356,8542,1.005,1.073,0.836,1.1,1.003,1.067,0.882,1.114,0.962,1.048,0.866,1.086,0.952,1.012,0.841,1.069,259,3502,4668,4112,4341,5086,2834,1033,7838,5456,3916,5468,768,2118,51,973,3811,3126,37,135,543,7,382,338,1,7,36,223,391,14,1037,299,315,94,7779,3311,4205,251,12,0,0,0,8,32,324,2058,35,1,0,HHC ACO Inc,12896,280,3662,4481,4472,110,192,2497,1549,190,394,116,19.07543585,20.93645399,7.676699795
A22020,2014,"South Carolina,  Kentucky,  Virginia,  Ohio,  New York,  Pennsylvania",1/1/13,1,0,0,68429,-0.0211,0.02,-12726370,0,0,0.91,9091,8919,603103151,615829521,,,0.5,0.46,70981,7726,11746,7779,71871,7849,13190,8031,75625,8128,13144,8205,71659,9220,13163,8353,9283,0.988,1.029,1.036,0.992,0.986,1.039,1.043,0.999,0.971,1.047,1.069,1,0.97,1.077,1.092,1.008,571,8990,2528,49498,12204,30611,17904,7710,39800,28629,56314,10306,423,202,23,1161,2883,2553,68,218,71,2,295,273,2,12,8,157,784,58,711,206,656,245,9818,4077,4900,829,13,0,0,4,0,41,484,981,250,5,1,Bon Secours Good Helpcare LLC,66341,694,8946,2070,54630,212,667,2096,2942,170,404,242,13.24967498,7.069508036,7.340832438
A78337,2014,Washington,1/1/13,1,0,0,32410,0.0053,0.0238,1337639,0,0,0.85,8064,8078,253459464,252121824,,,0.5,0.43,70219,8247,8366,7447,71824,7746,7423,7471,66867,7493,6788,7620,70314,7342,6665,7595,8022,0.96,1.04,0.863,0.947,0.984,1.013,0.831,0.953,0.974,0.982,0.815,0.963,0.95,0.933,0.757,0.956,241,3339,1960,21958,5205,14978,8720,3507,17992,14418,27776,1238,1624,167,162,1443,2596,2423,15,123,53,0,235,226,0,6,3,138,739,35,580,155,677,248,7749,3169,3400,1172,9,2,0,0,0,10,246,851,145,7,0,"Franciscan Northwest Physicians Health Network, LLC",31430,257,3714,1939,25520,163,420,1793,2714,80,254,187,11.89942757,4.390697872,6.14061369
A37012,2014,California,1/1/13,1,0,0,7629,0.0239,0.0327,2636692,0,0,0,14886,13455,110178814,107542123,,,0.5,0,107937,14363,10372,12666,110464,14739,10918,13707,101260,16666,11087,12274,90030,21077,11213,13238,14530,1.048,1.399,0.873,1.045,1.106,1.386,0.891,1.141,1.079,1.455,0.901,1.146,1.068,1.643,1.027,1.262,139,911,5698,1760,938,3127,2478,1086,4379,3250,1179,*,4820,336,*,1016,4633,3550,768,181,275,7,403,346,22,7,27,179,777,160,605,303,555,225,12352,6604,5357,387,4,0,0,0,0,0,0,0,0,0,0,"Affiliated Physicians Medical Group ACO, Inc.",7401,190,640,4944,1628,181,3066,1713,4374,293,866,220,9.187430334,9.592758143,7.29590056
A42284,2014,Florida,1/1/13,1,0,1,7981,0.0509,0.032,4756401,4756401,1906648,0.82,12026,11879,93500848,88744447,1440700,1440700,0.5,0.41,91835,12036,19383,10200,97314,13408,18078,10456,79413,14373,21723,10206,91632,12929,18630,10127,11414,1.064,1.371,1.128,1.079,1.06,1.302,1.206,1.068,1.094,1.427,1.188,1.099,1.048,1.394,1.203,1.135,79,749,285,6799,930,3666,2536,849,4444,3537,7270,492,*,53,*,110,3182,2774,200,237,43,0,370,343,6,14,7,200,813,81,630,255,898,300,12806,5758,6007,990,52,0,0,0,0,0,22,1,4,0,0,"American Health Alliance, LLC",7775,72,646,272,6785,174,851,1319,5292,117,601,272,18.90736037,8.48901894,12.86214991
A87771,2014,Indiana,1/1/13,1,0,0,9623,0.0355,0.0304,3066271,3066271,1294374,0.86,9237,8990,86308242,83241971,,,0.5,0.43,73350,7958,11729,8440,75522,8609,13764,8453,80410,8162,11440,8481,80052,8868,12959,8154,8909,1.005,1.138,1.085,1.043,0.997,1.089,1.071,1.009,0.98,1.096,1.037,1.019,1.023,1.121,1.016,1.022,57,1138,311,7700,1453,4157,2696,1317,5552,4071,9326,106,37,*,*,138,2542,2248,*,215,48,0,248,230,*,11,*,116,815,90,611,139,631,248,9164,2807,4500,1583,274,0,0,1,0,0,27,43,14,0,0,Indiana Care Organization LLC,9344,60,1119,404,7761,305,1010,1848,2775,41,294,246,7.384549525,8.454774093,11.13033552
A22066,2014,"Virginia,  Tennessee",1/1/13,1,0,0,22975,0.0916,0.0247,16622809,16622809,7406111,0.91,8111,7905,181419277,164796468,,,0.5,0.45,70554,6623,13374,7899,82714,6583,13824,7793,68593,6462,12056,7460,66868,6548,10356,7050,7368,0.989,0.998,1.08,1.011,1.005,0.973,1.08,1.012,1.002,0.975,1.061,1.001,1.011,0.989,1.037,1.011,102,4615,1183,17250,4919,10377,5634,2045,13226,9749,22468,252,30,*,*,214,2221,1909,25,249,46,0,306,282,1,16,7,173,762,44,649,188,644,211,9327,3924,3297,1753,352,0,0,1,0,0,197,389,130,4,1,"Qualuable Medical Professionals, LLC",22366,98,3867,976,17426,98,392,1376,2523,131,473,347,13.77095357,8.986888532,13.63682091
A62243,2014,"South Carolina,  Georgia",1/1/13,1,0,0,20996,-0.0615,0.0249,-12097506,0,0,0.86,9685,9585,196780248,208877754,,,0.5,0.43,84963,8349,13557,8937,78302,8378,13662,8871,76678,8964,13319,8521,81723,9367,16179,9166,10280,1.031,1.115,1.165,1.055,1.027,1.091,1.085,1.042,1.013,1.089,1.067,1.041,1.027,1.116,1.081,1.023,215,2441,789,16353,3297,9328,5903,2468,12472,8524,16867,3782,89,*,*,211,3373,2768,319,272,78,1,363,330,10,15,8,179,740,99,692,231,672,254,10052,4786,4646,592,28,0,0,0,0,0,71,6,13,0,0,"Accountable Care Coalition of Greater Augusta & Statesboro, LLC.",20319,239,2384,688,17008,406,1068,1724,3225,222,411,251,14.0756113,9.252499733,11.41797839
A92374,2014,"Illinois,  Indiana",1/1/13,1,0,0,14790,-0.0337,0.0271,-4657528,0,0,0.86,9665,9632,138346793,143004320,,,0.5,0.43,71048,8581,11915,8761,89810,8438,12850,8642,81631,9086,14042,9007,79557,9860,14223,9111,9990,1.029,1.138,1.127,1.13,1,1.143,1.116,1.103,1.071,1.164,1.161,1.125,1.033,1.179,1.109,1.099,106,2233,546,12126,2912,6121,3904,1853,8579,6211,14239,343,33,*,*,156,2953,2731,37,148,62,0,323,303,1,8,11,176,795,80,716,210,733,274,9354,3456,4773,842,283,1,0,4,0,3,87,156,35,0,0,"Franciscan Union Hospital ACO, LLC",14314,103,2275,704,11232,222,976,2580,2645,119,405,358,13.97192807,12.43501598,14.25136663
A34443,2014,Florida,1/1/13,1,0,1,5800,0.0712,0.0366,3935066,3935066,1751289,0.91,9779,9438,55263957,51328891,0,0,0.5,0.45,73319,9041,15347,8662,77845,9667,11936,9405,76560,9304,14069,8991,69158,9423,11251,8394,9083,0.995,1.183,1.161,1.067,1.043,1.143,1.21,1.087,1.061,1.08,1.227,1.044,0.976,1.101,1.061,1.052,24,621,235,4983,872,2790,1555,583,3421,2379,5246,253,*,123,*,147,2413,2273,*,103,22,0,297,283,*,7,6,162,820,31,537,205,708,363,11547,4770,6204,551,22,0,0,0,0,0,26,1,4,0,0,"Central Florida Physicians Trust, LLC",5651,46,590,165,4851,229,316,1378,4014,67,618,234,12.20968812,8.139792081,*
A11103,2014,Texas,1/1/13,1,0,0,11356,-0.0303,0.0292,-2875759,0,0,0.87,8552,8510,94905701,97781460,,,0.5,0.43,66473,8182,10346,7552,54579,9444,10873,7790,60416,9131,12463,7883,88283,8488,12551,8100,8812,0.98,1.143,0.98,0.962,0.981,1.154,0.999,0.99,0.936,1.176,0.982,0.987,1.056,1.14,0.997,0.999,77,1348,556,9645,1404,5326,3492,1134,6717,4639,10647,259,78,222,34,116,2734,2036,329,333,52,2,297,256,10,22,8,131,731,48,495,177,880,245,9628,3586,5142,879,21,0,0,0,0,1,50,39,38,1,0,Amarillo Legacy Medical ACO,11097,71,997,408,9621,156,419,1262,3240,86,784,319,9.642245652,5.857438948,9.912588988
A67733,2014,Georgia,1/1/13,1,0,0,4544,0.0342,0.0415,1725660,0,0,0.73,11411,10977,50484567,48758907,,,0.5,0.37,78610,9641,13157,8934,82349,8937,10781,8773,84764,10080,13242,8566,76447,10140,12854,8800,11021,1.006,1.245,1.002,1.077,0.985,1.237,1.088,1.092,0.98,1.209,1.171,1.075,1.042,1.204,1.158,1.096,138,929,185,3854,953,1898,1230,463,2691,1853,2205,2241,30,12,0,56,3215,2790,263,95,118,0,341,312,7,5,17,210,721,83,788,259,651,285,9938,4116,4722,1095,5,0,0,0,0,0,18,43,8,0,0,The Premier HealthCare Network LLC,4424,122,720,142,3440,411,944,2267,3644,382,456,256,17.6301068,9.267107419,7.458891338
A19446,2014,California,1/1/13,1,0,0,8906,-0.0544,0.0311,-7345792,0,0,0.81,15612,15102,134923842,142269634,,,0.5,0.4,105809,14096,17869,13249,107440,14711,17970,13125,126630,16389,17165,12974,128420,16559,19776,14088,16462,1.034,1.181,1.008,1.037,1.078,1.171,1.024,1.039,1.051,1.18,1.027,1.043,1.037,1.258,1.032,1.066,83,1048,1628,6375,1155,3444,2710,1597,5437,3469,6850,198,529,737,18,574,5763,5475,*,204,83,2,389,374,*,8,*,207,828,179,800,321,699,399,11400,5596,5532,226,45,0,0,0,0,0,27,8,1,0,0,"Akira Health, Inc.",8642,92,883,1378,6290,557,3420,2068,4512,224,1044,191,15.96806387,7.636900113,9.372559229
A64801,2014,Connecticut,1/1/13,1,0,0,21207,0.0242,0.0249,5580893,0,0,0.9,11203,10886,230768685,225187792,,,0.5,0.45,83292,9921,13641,9249,76165,11281,14483,9334,79797,11516,15769,9479,77481,12109,15182,9326,10932,1.017,1.211,0.986,0.98,0.991,1.153,1.042,0.974,0.995,1.174,1.056,0.991,1.008,1.237,1.086,1.022,139,1343,1646,12139,2855,8524,6341,3487,12749,8458,19462,863,182,*,*,512,3464,3201,110,34,139,0,317,299,3,2,14,161,837,100,700,245,748,248,10510,3554,4806,2141,9,0,0,0,0,0,103,138,47,0,1,"HARTFORD HEALTHCARE ACCOUNTABLE CARE ORGANIZATION, INC.",20600,211,2073,2212,16103,220,1159,1950,3539,195,592,222,15.09745382,6.068108449,8.398262094
