ACO_Num,year,ACO_Name,ACO_State,Adv_Pay,N_AB,Sav_rate,MinSavPerc,BnchmkMinExp,GenSaveLoss,EarnSaveLoss,QualScore,UpdatedBnchmk,HistBnchmk,ABtotBnchmk,ABtotExp,Adv_Pay_Amt,Adv_Pay_Recoup,QualPerfShare,FinalShareRate,Per_Capita_Exp_ALL_ESRD_BY1,Per_Capita_Exp_ALL_DIS_BY1,Per_Capita_Exp_ALL_AGDU_BY1,Per_Capita_Exp_ALL_AGND_BY1,Per_Capita_Exp_ALL_ESRD_BY2,Per_Capita_Exp_ALL_DIS_BY2,Per_Capita_Exp_ALL_AGDU_BY2,Per_Capita_Exp_ALL_AGND_BY2,Per_Capita_Exp_ALL_ESRD_BY3,Per_Capita_Exp_ALL_DIS_BY3,Per_Capita_Exp_ALL_AGDU_BY3,Per_Capita_Exp_ALL_AGND_BY3,Per_Capita_Exp_ALL_ESRD_PY,Per_Capita_Exp_ALL_DIS_PY,Per_Capita_Exp_ALL_AGDU_PY,Per_Capita_Exp_ALL_AGND_PY,Per_Capita_Exp_TOTAL_PY,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY,N_AB_Year_ESRD_BY3,N_AB_Year_DIS_BY3,N_AB_Year_AGED_Dual_BY3,N_AB_Year_AGED_NonDual_BY3,N_AB_Year_PY,N_AB_Year_ESRD_PY,N_AB_Year_DIS_PY,N_AB_Year_AGED_Dual_PY,N_AB_Year_AGED_NonDual_PY,N_Ben_Age_0_64,N_Ben_Age_65_74,N_Ben_Age_75_84,N_Ben_Age_85plus,N_Ben_Female,N_Ben_Male,N_Ben_Race_White,N_Ben_Race_Black,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Native,N_Ben_Race_Other,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_INP_Other,CapAnn_OPD,CapAnn_PB,CapAnn_AmbPay,CapAnn_HHA,CapAnn_DME,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,ADM_Psych,chf_adm,copd_adm,pneu_adm,readm_Rate_1000,prov_Rate_1000,P_SNF_ADM,P_EDV_Vis,P_EDV_Vis_HOSP,P_CT_VIS,P_MRI_VIS,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,P_Nurse_Vis,P_FQHC_RHC_Vis,N_CAH,N_FQHC,N_RHC,N_ETA,N_Fac_Other,N_PCP,N_Spec,N_NP,N_PA,N_CNS,Start_Date,Track1,Track2
A31015,2015,Northern Maryland Collaborative Care LLC,Maryland,0,20453,0.0799,0.025,20814181,20814181,9328272,91.46,13100,13109,260476535,239662353,,,50,45.73,97678,12091,20331,13020,90709,13151,18048,12546,88824,13181,15861,11250,88741,12023,13976,10918,12053,1.05,1.153,1.114,1.13,1.071,1.154,1.094,1.132,1.039,1.191,1.075,1.112,1.034,1.127,1.017,1.082,156,2259,936,11321,19884,194,3097,1339,15255,3854,8873,5184,2542,12197,8256,14641,4859,305,123,12,513,4352,4257,10,45,47,213,609,0,2766,3663,92,519,235,304,297,0,3,4,17,12,9,164,790,58,771,241,762,289,10400,4327,4989,1073,12,0,0,0,0,0,90,73,34,0,1,1/1/13,1,0
A54790,2015,Owensboro ACO,"Indiana, Kentucky",1,5188,0.0004,0.0384,19763,0,0,93.03,9990,9236,50339837,50320074,1639600,0,50,46.52,81601,7714,14959,8512,72639,9605,16271,9079,83955,8274,16581,8096,87417,12230,13759,8972,9986,1.067,1.151,1.111,1.074,1.002,1.125,1.156,1.079,1.065,1.125,1.198,1.076,1.161,1.197,1.245,1.086,40,941,369,6182,5039,24,615,257,4143,759,2216,1532,681,3008,2180,5009,129,*,*,*,*,3682,3265,*,330,37,237,945,0,1888,2598,137,462,293,335,311,*,17,*,17,13,11,171,811,98,682,223,762,197,9549,3667,4113,1756,12,0,0,0,0,0,19,0,18,0,0,1/1/13,1,0
A65320,2015,"ProHealth Physicians ACO, LLC",Connecticut,0,33263,-0.0537,0.0237,-17971439,0,0,99.34,10352,9955,334907257,352878696,,,50,49.67,86865,9983,14071,8884,84412,10534,14035,9024,87385,9548,14495,8973,87611,10956,15952,9823,10907,1.033,1.105,1.053,1.022,1.045,1.131,1.08,1.016,1.049,1.102,1.083,0.989,1.035,1.109,1.106,1.043,125,2740,3337,21932,32354,134,2872,3489,25858,3719,13686,9906,5952,18868,14395,30897,913,288,202,21,942,3200,2976,89,55,113,236,1375,0,1867,3493,189,710,220,304,289,3,3,10,14,9,8,173,855,112,696,239,682,231,10625,4100,4589,1932,5,0,0,0,0,0,150,107,85,2,1,1/1/13,1,0
A68749,2015,"Physician Alliance of Kansas, Inc.",Kansas,0,9842,-0.0388,0.0302,-2752756,0,0,95.25,7435,7234,70885666,73638422,,,50,47.63,53273,7765,10227,6643,63271,7994,9675,6433,59736,7831,8489,6214,57381,8601,9903,7033,7724,0.876,1.124,0.958,0.933,0.899,1.061,1.006,0.924,0.927,1.083,0.93,0.937,0.929,1.036,1.061,0.932,105,1003,158,7514,9534,90,1022,155,8267,1463,4665,2662,1052,5300,4542,9050,364,98,73,48,209,2254,1908,97,201,46,156,396,4,1219,3124,65,284,346,244,223,3,12,5,9,3,6,129,762,41,488,141,652,249,8049,3924,2851,1238,36,0,0,0,0,0,36,178,42,4,0,1/1/14,1,0
A16779,2015,Sunshine ACO LLC,Texas,1,4602,0.1443,0.0412,8664004,8664004,4156716,97.91,13380,13211,60021950,51357946,393900,393900,50,48.96,75409,8877,15198,9740,80307,9855,14878,9649,75454,9292,13684,9608,70673,8912,10853,9360,11449,1.07,1.102,1.153,1.148,1.095,1.071,1.132,1.12,1.087,1.122,1.104,1.194,1.067,1.176,1.076,1.178,130,804,2200,2166,4486,120,644,1558,2164,820,1758,1372,652,2772,1830,3365,16,*,1139,*,66,3445,2770,348,345,63,269,674,0,1874,3637,112,1332,318,372,332,11,19,10,12,13,12,190,781,64,734,261,852,310,12909,7358,4577,914,60,0,0,0,0,0,12,5,12,0,0,1/1/14,1,0
A41997,2015,ACO Providers,Texas,0,6460,-0.043,0.0351,-2998763,0,0,94.8,11102,10371,69758181,72756945,,,50,47.4,65780,8707,11351,8573,74508,10375,11987,8969,64447,10573,12524,9285,79750,10825,11773,10757,11579,1.037,1.074,0.986,1.038,1.047,1.098,1.028,1.03,1.022,1.125,1.005,1.058,1.048,1.142,1.132,1.153,77,1046,538,4784,6284,68,879,410,4927,1096,2873,1606,885,3948,2512,5380,518,*,385,*,130,3281,2454,269,526,77,576,654,0,1478,3594,140,1861,233,342,297,7,29,9,16,10,11,135,772,54,762,232,789,302,10644,4606,4374,1648,16,0,0,0,0,0,31,3,16,1,1,1/1/14,1,0
A50496,2015,"Redwood Community Care Organization, LLC",California,0,8502,-0.051,0.0315,-3792862,0,0,96.42,9016,8564,74434351,78227214,,,50,48.21,78278,7364,8220,6994,84701,7949,8654,7747,85336,7672,8315,7009,91999,9191,8730,7370,9475,0.915,0.895,0.762,0.783,0.962,0.969,0.819,0.868,1.027,0.917,0.794,0.841,1.013,0.902,0.764,0.849,80,3215,1862,2288,8256,93,3383,2487,2293,3829,3301,1026,346,4571,3931,6269,227,320,1295,45,346,3234,2905,*,55,251,116,537,0,2854,2278,147,400,261,228,204,*,*,21,6,9,5,144,831,36,1001,150,494,235,8733,398,2705,236,5394,0,25,1,0,1,128,45,17,0,0,1/1/14,1,0
A80939,2015,Primary Comprehensive Care ACO LLC,"Illinois, North Carolina",0,5034,0.0573,0.0389,2649045,2649045,1205935,92.9,9391,9979,46234949,43585904,,,50,46.45,94923,9692,13751,10409,86632,9603,11860,8898,78644,10865,9993,8151,76987,9229,11343,7660,8853,1.078,1.149,0.987,1.098,1.071,1.124,0.939,1.063,1.032,1.174,0.917,1.041,0.987,1.07,0.918,0.951,63,1540,983,4200,4924,38,1009,443,3433,1199,2197,1221,417,2857,2177,3683,617,*,488,*,146,2541,2222,114,168,94,180,620,0,1534,2833,96,975,267,300,276,3,9,13,9,15,7,187,769,53,673,206,610,246,9422,5078,3426,899,19,0,0,0,0,0,47,33,2,0,0,1/1/14,1,0
A55446,2015,NJ Physicians ACO,New Jersey,0,13873,-0.0381,0.0277,-8420117,0,0,98.26,16581,16174,220902088,229322205,,,50,49.13,108812,13873,24525,13947,101309,13392,22064,13573,101898,13961,21318,14405,96987,15424,22850,15165,17213,1.135,1.356,1.36,1.341,1.1,1.388,1.408,1.331,1.074,1.397,1.352,1.35,1.089,1.363,1.317,1.358,183,1564,1372,9812,13323,186,1748,1509,9880,2128,5108,3949,2688,8474,5399,12295,717,*,282,*,298,6027,4885,182,808,240,566,2883,0,2237,5334,259,516,255,508,451,3,37,17,20,27,12,199,849,225,934,387,967,317,14291,6367,6703,1210,12,0,0,0,0,0,40,15,6,0,0,1/1/14,1,0
A66745,2015,"Lancaster General Health Community Care Collaborative, LLC",Pennsylvania,0,20186,-0.0242,0.025,-4332769,0,0,95.44,9174,8742,178945831,183278600,,,50,47.72,59955,8140,12831,8393,60796,8581,9640,8335,71628,8463,10790,8399,73065,8948,11254,8963,9396,0.985,1.046,1.074,1.091,1.035,1.038,1.018,1.102,1.006,1.001,1.05,1.105,1.009,1.061,1.021,1.105,93,1675,268,15785,19506,118,2170,392,16826,2814,7469,6047,3856,11778,8408,19187,307,*,179,*,384,2985,2507,44,409,57,328,750,0,2160,2746,103,319,249,291,263,1,20,7,11,6,5,151,849,72,573,191,629,267,9093,4331,3777,982,4,0,0,0,0,2,203,213,142,2,0,1/1/14,1,0
A07425,2015,"Covenant ACO, Inc.","New Mexico, Texas",0,12790,0.0084,0.0283,1280023,0,0,95.01,12227,11766,151775460,150495437,,,50,47.5,89382,12806,17983,9949,85433,11859,18220,10358,79786,10878,18038,9886,80565,12285,17060,10552,12124,1.022,1.218,1.191,1.058,1.023,1.195,1.211,1.083,1.024,1.178,1.164,1.091,1.016,1.259,1.108,1.11,207,1297,585,10603,12413,205,1198,474,10537,1684,5439,4101,1566,7357,5433,11524,472,75,452,16,251,3751,3116,443,207,63,366,987,0,2612,2987,126,1290,349,369,342,9,11,7,14,9,12,165,747,79,698,236,848,354,10165,3475,4861,1758,71,0,0,1,0,1,93,414,84,1,0,1/1/14,1,0
A74161,2015,Delaware Valley ACO,"New Jersey, Pennsylvania",0,70628,-0.0191,0.02,-14894475,0,0,96,11404,11138,780151914,795046389,,,50,48,104550,10383,13926,10849,102433,10471,13234,10369,98179,10549,13730,10304,89119,11407,13345,11010,11622,1.091,1.15,1.005,1.108,1.089,1.129,1.014,1.086,1.087,1.122,1.001,1.08,1.072,1.112,1.059,1.072,413,7693,3386,50349,68411,381,8075,3807,56150,10659,32494,17516,9959,41763,28865,57876,9033,1076,521,26,2096,3540,3073,123,272,129,303,1108,0,2020,4025,125,664,252,344,317,3,13,11,14,10,7,173,808,100,680,239,769,338,10448,4058,5628,709,53,0,6,0,0,32,687,1194,236,4,0,1/1/14,1,0
A29052,2015,"Scottsdale Health Partners, LLC",Arizona,0,19021,0.0524,0.0254,9943847,9943847,4568301,93.76,10329,10074,189726747,179782900,,,50,46.88,71988,10563,15028,8855,87816,12948,18726,10358,96061,11707,18549,9752,84893,11476,17828,9356,9788,0.967,1.165,1.112,0.967,1.025,1.142,1.145,0.973,1.005,1.138,1.015,0.92,1.03,1.073,0.912,0.909,36,750,113,11778,18368,65,884,138,17281,1754,10783,4736,1748,10748,8273,17941,257,107,100,72,544,2730,2307,57,364,48,234,494,0,1301,4734,62,287,205,260,233,1,21,5,8,5,7,164,779,45,532,167,938,431,9999,3358,5781,853,7,0,4,0,0,0,132,534,96,0,0,1/1/14,1,0
A50010,2015,PHYSICIAN FIRST ACO,Florida,0,7869,-0.0005,0.0323,-42796,0,0,90.03,12581,13031,94744861,94787657,,,50,45.01,76235,11458,16508,12255,81096,9930,16002,11420,77429,11717,17841,11500,79650,9598,18144,11346,12586,1.034,1.285,1.185,1.323,1.071,1.259,1.274,1.298,1.049,1.234,1.238,1.319,1.051,1.185,1.147,1.236,111,833,426,5181,7531,119,815,384,6213,1167,3170,2198,1334,4030,3839,6760,731,*,108,*,186,3613,3345,56,182,47,652,1427,0,1710,4187,118,981,262,428,410,2,10,6,23,17,10,212,786,132,866,347,1014,291,11364,4783,5440,952,189,0,0,0,0,0,49,96,25,0,0,1/1/14,1,0
A63217,2015,"Care Coordination Services, LLC","Virginia, West Virginia",0,18538,-0.0498,0.0256,-7384927,0,0,86.31,8214,7810,148161834,155546761,,,50,43.15,73511,8269,11025,7185,71795,8059,12344,7037,70848,7730,12769,7321,81656,9395,11872,8011,8624,0.998,1.108,1.033,0.992,1.014,1.09,1.067,0.989,1.014,1.094,1.035,0.974,1.046,1.101,1.08,0.98,103,1551,586,15009,18037,93,1488,554,15902,2129,8846,5483,2080,10480,8058,17566,593,51,*,*,277,2796,2554,27,196,36,210,639,0,1642,2844,146,392,199,292,273,1,12,6,19,14,11,171,804,61,734,198,687,269,9248,4574,3743,912,19,0,0,0,0,0,55,4,14,0,0,1/1/14,1,0
A45396,2015,North Collaborative Care,Minnesota,0,10934,0.0548,0.0294,5998029,5998029,2709506,92.19,10267,9960,109487311,103489282,,,50,46.1,77013,9261,13385,8898,79062,9462,9659,8903,90623,9672,9433,9006,73020,9815,10237,8840,9705,1.047,1.065,0.946,1,1.1,1.073,0.935,1.015,1.021,1.117,0.939,1.04,0.985,1.094,1.046,1.03,111,2634,203,8732,10664,99,2664,212,7690,2997,3462,3026,1449,6197,4737,9937,571,137,36,39,214,3395,3145,72,65,142,176,698,1,2033,2831,51,454,262,330,313,2,3,12,15,7,6,167,795,76,785,223,739,334,8189,3892,2952,1336,9,0,0,0,0,5,248,309,81,4,6,1/1/14,1,0
A28160,2015,ACMG,"Florida, Georgia, South Carolina",0,7675,0.0836,0.0326,9174124,9174124,4117497,91.6,14717,14780,109704329,100530205,,,50,45.8,83696,10806,16241,9931,92171,11374,17731,10160,84235,12063,18932,10170,78426,11382,17342,9762,13487,1.024,1.231,1.106,1.143,1.069,1.2,1.143,1.176,1.065,1.235,1.123,1.184,1.071,1.245,1.193,1.204,140,1982,3399,3537,7454,122,1676,2204,3453,1991,2955,1842,887,4522,3153,3689,2253,*,1494,*,181,3665,3091,98,303,187,419,835,0,1783,4292,248,2314,320,422,376,3,16,26,14,19,12,209,766,72,981,340,842,325,11572,5464,5279,737,91,0,0,5,0,5,69,9,12,0,0,1/1/14,1,0
A65270,2015,Midwest Health Coalition ACO,"Iowa, Nebraska",0,11047,-0.0465,0.0294,-4545205,0,0,84.52,9124,9035,97732534,102277739,,,50,42.26,77219,9139,12945,8348,67578,9165,11992,8574,69963,8809,12472,8341,79242,9865,12947,8926,9548,1.025,1.097,1.082,0.987,1.092,1.115,1.148,0.986,0.987,1.116,1.112,0.98,1.093,1.082,1.024,0.957,75,1323,302,8448,10712,59,1246,333,9075,1681,5384,2780,1202,6404,4643,10407,217,57,108,22,236,3021,2665,247,131,47,215,1067,0,1638,3014,77,490,299,323,301,7,7,8,11,12,10,168,794,101,606,203,741,288,8598,4245,3210,1123,19,0,0,0,0,0,58,5,12,0,0,1/1/14,1,0
A78634,2015,"Carolinas ACO, LLC","North Carolina, South Carolina, Virginia",0,5891,-0.0705,0.0363,-4160526,0,0,94.42,10381,9475,59027292,63187818,,,50,47.21,66473,7513,11448,8965,78210,6982,11107,9036,75037,7555,11336,8902,66733,9435,13203,10365,11112,0.995,1.129,1.091,1.099,1.071,1.082,1.066,1.106,1.078,1.098,1.089,1.095,1.04,1.092,1.145,1.138,48,1018,618,4147,5686,61,948,596,4082,1133,2256,1545,957,3660,2231,4414,1351,42,*,*,66,3659,3138,234,262,73,226,1639,0,1831,3071,246,465,365,414,383,7,15,9,25,15,16,179,819,153,1015,299,864,242,10189,5793,3672,710,14,0,0,0,0,0,15,0,5,0,0,1/1/14,1,0
A90093,2015,"Privia Quality Network, LLC","District of Columbia, Maryland, Virginia",0,28242,0.0561,0.0242,12865253,12865253,6156225,97.66,8329,8144,229145662,216280409,,,50,48.83,61510,10023,10212,7208,64432,8778,10129,7344,66031,10666,11184,7576,67059,9180,8858,7305,7862,0.925,1.153,0.873,0.892,0.979,1.146,0.943,0.891,0.983,1.061,0.938,0.89,0.997,1.055,0.842,0.871,97,782,614,12702,27511,169,1880,1094,24368,3108,14688,7549,2897,16129,12113,21893,3581,861,519,19,1369,2126,1923,24,162,29,120,282,0,1519,3390,72,335,185,206,192,1,9,4,8,7,5,152,775,28,545,145,575,308,9296,3608,5220,463,5,0,0,0,0,0,106,186,39,2,0,1/1/14,1,0
A19855,2015,Northern Michigan Health Network,Michigan,0,20021,-0.0154,0.025,-2497261,0,0,98.17,8267,7854,161641706,164138967,,,50,49.08,61659,7288,10759,7427,66399,7124,9576,7474,73142,7109,11365,7673,65500,8138,11828,8053,8395,1.074,1.027,1.001,0.98,1.012,1.042,1.01,0.978,0.969,0.999,0.972,0.97,0.989,1.022,1.02,0.984,83,2092,440,16079,19553,81,2235,481,16755,2909,8544,5929,2639,11076,8945,19572,40,13,16,101,279,2778,2664,11,82,31,129,353,0,2171,2460,86,307,274,256,247,0,5,4,12,10,8,135,769,41,665,182,503,179,8036,3781,3048,728,478,0,0,3,0,4,102,203,21,0,0,1/1/14,1,0
A69078,2015,"NEPA ACO Company, LLC",New Jersey,0,7627,0.0315,0.0327,2918156,0,0,97.12,12509,12243,92771226,89853070,,,50,48.56,106227,11190,18509,10138,104331,10964,18734,10380,114645,11147,17347,10160,86068,10873,16147,10606,12116,1.099,1.266,1.171,1.111,1.089,1.198,1.207,1.116,1.062,1.181,1.169,1.101,1.072,1.174,1.186,1.097,115,989,822,7017,7416,90,922,755,5650,1181,3239,2130,1077,4718,2909,5066,1889,*,214,*,271,3781,3318,280,230,51,163,1534,0,2033,4444,131,416,184,332,307,6,12,8,12,11,7,196,817,112,641,255,734,278,11658,4648,6573,432,4,0,0,0,0,0,48,59,9,1,0,1/1/14,1,0
A54247,2015,"Allied Physicians ACO, LLC",California,0,5797,-0.0582,0.0366,-4941471,0,0,31.75,15146,14199,84833742,89775214,,,50,0,101368,15837,10728,13397,111595,17495,11146,13478,101512,19280,11004,13577,105118,21721,13605,12848,16028,1.056,1.398,0.955,1.2,1.081,1.397,0.99,1.201,1.017,1.501,1.028,1.242,1.117,1.517,1.136,1.192,108,803,4212,1847,5601,106,664,2820,2011,899,2143,1785,970,3279,2518,1524,*,2833,420,*,756,5890,4560,852,400,354,177,3098,0,1735,4743,305,1184,253,484,406,23,18,37,19,11,10,241,780,184,651,331,623,261,12988,6528,5663,610,187,0,6,0,0,0,53,54,17,2,0,1/1/14,1,0
A07527,2015,"Premier Patient Healthcare, LLC","Oklahoma, Texas",0,21928,0.0453,0.0248,12724363,12724363,5835335,93.59,13237,13135,280743205,268018842,,,50,46.8,86569,13298,19092,13071,88451,12628,17594,12376,80472,12868,18221,11685,85180,12690,17892,11511,12637,1.049,1.296,1.147,1.127,1.059,1.268,1.12,1.118,1.051,1.246,1.096,1.097,1.059,1.233,1.121,1.079,187,2715,1481,16119,21209,193,2410,1068,17537,3237,10603,5766,2322,12504,9424,19271,1203,461,271,277,445,4220,3055,409,620,120,476,1088,134,1709,3808,159,1372,298,408,337,11,36,13,15,15,12,179,769,91,812,275,899,360,10572,5011,4481,1064,16,0,0,1,0,1,119,97,60,1,1,1/1/14,1,0
A80995,2015,"Renown Accountable Care, LLC","California, Nevada",0,14909,-0.0916,0.0271,-12514267,0,0,91.69,9425,8929,136691560,149205827,,,50,45.84,77326,9934,10237,7469,59375,10134,10846,7380,78819,10620,13135,8300,75863,11997,13385,9277,10287,0.986,1.173,0.949,0.939,0.916,1.201,0.947,0.933,0.965,1.172,0.984,0.927,0.997,1.183,1.003,0.978,90,1732,537,10137,14504,112,1764,591,12037,2331,7327,3889,1362,8182,6727,13676,248,284,213,101,387,3776,3323,283,127,103,167,690,0,2101,3080,156,351,350,310,283,7,7,13,9,6,9,171,752,69,762,202,717,308,9489,3154,4532,1712,90,2,0,3,0,5,112,128,94,0,0,1/1/14,1,0
A78902,2015,"Orange Accountable Care of South Florida, LLC","Florida, Texas",0,18212,0.1006,0.0257,28502501,28502501,13442691,96.25,16070,16344,283278640,254776139,,,50,48.13,115154,18422,22317,13707,93446,16876,20780,12626,94501,17914,21873,12574,88829,15091,18279,12027,14453,1.137,1.503,1.236,1.215,1.108,1.429,1.183,1.203,1.109,1.397,1.201,1.21,1.083,1.386,1.217,1.177,206,1723,3983,10912,17628,229,1664,3209,12526,2341,7461,5085,3325,11151,7061,13723,1435,108,2411,16,519,4174,3377,250,513,102,670,1288,0,1832,4778,166,1802,256,438,390,8,27,13,16,13,9,206,759,101,836,351,929,389,12587,4089,7437,961,99,0,0,0,0,0,143,332,52,1,0,1/1/14,1,0
A11600,2015,"Accountable Care Coalition of Greater Houston, LLC.",Texas,0,9260,0.0111,0.0307,1033726,0,0,78.97,10266,9875,92715325,91681599,,,50,39.48,104366,12202,17849,9185,110156,10631,16970,8716,95401,10044,19777,9317,85256,11129,20840,9467,10152,1.02,1.175,1.124,0.983,1.057,1.141,1.192,0.974,1.071,1.152,1.174,0.99,1.044,1.139,1.188,0.999,48,582,138,8607,9031,59,490,80,8403,830,5119,2489,822,5221,4039,8618,422,*,43,*,148,3255,2275,220,777,45,167,186,0,1805,3941,102,721,224,317,261,7,43,6,12,12,8,164,757,18,499,175,857,391,9754,4335,5032,381,6,0,0,0,0,0,45,97,8,0,0,1/1/14,1,0
A97104,2015,"First Coast Health Alliance, LLC",Florida,0,10808,-0.0012,0.0295,-149053,0,0,94.89,11366,11141,119580261,119729314,,,50,47.45,87203,10922,17275,11047,88378,11059,17770,10531,75772,9918,15576,10148,92823,10963,15738,10508,11380,1.12,1.242,1.133,1.127,1.099,1.192,1.167,1.119,1.057,1.161,1.163,1.117,1.042,1.105,1.157,1.111,84,868,378,8780,10521,85,773,348,9315,1095,5080,3102,1531,5920,4888,9992,533,*,47,*,189,3346,3234,*,70,*,409,1057,0,1645,4099,112,765,247,334,328,*,4,*,15,12,10,164,820,98,639,257,872,266,12331,4667,5952,1447,265,0,0,1,0,3,34,45,8,0,0,1/1/14,1,0
A46189,2015,"PremierMD ACO, LLC",Florida,1,8856,0.0201,0.0311,2281214,0,0,87.02,13438,13116,113504315,111223101,422760,0,50,43.51,93744,13335,17910,12736,93261,13255,16624,11340,79932,13199,16576,10813,72400,13598,17067,11533,13168,1.121,1.326,1.132,1.142,1.061,1.28,1.13,1.101,1.033,1.262,1.151,1.066,0.982,1.264,1.16,1.097,102,991,1368,5817,8447,87,941,1194,6226,1351,3836,2451,1218,3980,4876,6579,1092,105,766,11,303,3564,2917,117,484,120,788,889,0,1715,4700,130,1569,283,386,341,2,24,19,13,15,8,190,746,69,773,302,1274,350,10682,3326,6657,668,31,0,0,0,0,12,71,238,28,2,0,1/1/14,1,0
A60540,2015,Physician Direct Accountable Care Organization LLC,Michigan,0,8605,0.0547,0.0314,4730938,4730938,2003002,86.4,10347,9693,86449261,81718323,,,50,43.2,68448,9135,11030,9826,74745,9320,13060,9350,82265,8878,10651,9004,64455,9311,9982,9221,9781,1.014,1.165,1.07,1.09,1.007,1.127,1.015,1.081,1.07,1.124,1.046,1.067,1.011,1.148,1.013,1.075,60,1504,267,6899,8355,79,1526,254,6497,1870,3604,2074,1057,5025,3580,7148,1181,57,*,*,179,3285,2809,106,211,183,152,582,0,1871,3298,98,453,223,354,317,3,13,21,17,15,6,170,777,49,690,259,704,214,9095,4057,4650,381,7,0,0,0,0,0,70,170,13,0,0,1/1/14,1,0
A63462,2015,"River Health ACO,LLC",Pennsylvania,0,35076,-0.047,0.0235,-14327658,0,0,95.86,8966,8623,304793379,319121038,,,50,47.93,78680,7326,10688,7943,71100,7363,11180,7981,73030,7906,10960,8112,76368,8750,12042,8701,9387,1.029,1.01,0.992,1.042,1.047,1.008,1.004,1.05,0.96,1.009,1.031,1.046,1.017,1.029,1.02,1.041,249,5030,1608,26557,33996,263,5293,1579,26861,6613,14536,9235,4692,19850,15226,32592,1544,173,*,*,651,3180,2608,147,378,84,208,745,0,2176,2594,121,340,279,324,288,4,22,9,13,9,7,153,808,66,692,207,656,201,8844,3850,3132,1347,515,0,9,0,0,11,334,349,170,1,1,1/1/14,1,0
A79092,2015,ACONA,Alabama,0,7274,0.0042,0.0335,314501,0,0,91.38,10723,10281,75357979,75043478,,,50,45.69,87093,7909,14718,9535,97267,8089,14201,9639,89098,8137,15406,9555,99522,8844,14094,9994,10678,1.016,1.016,1.135,1.046,1.116,0.994,1.069,1.06,1.111,0.989,1.092,1.056,1.138,1.032,1.097,1.061,49,1321,502,5091,7028,48,1290,483,5207,1528,3040,1913,793,4363,2911,6766,416,*,*,*,63,3617,2979,171,258,241,480,1046,0,1423,3127,272,749,362,445,399,6,16,24,19,16,13,180,753,127,804,309,737,235,8619,4225,3933,438,23,0,0,0,0,0,16,1,2,0,0,1/1/14,1,0
A52095,2015,Mercy Health System ACO,"Illinois, Wisconsin",0,11319,-0.0165,0.0292,-1609298,0,0,97.97,8893,8276,97697761,99307059,,,50,48.98,69573,8171,8550,7410,76900,8179,10277,7370,73844,8691,9209,7751,72197,8826,11281,8393,9039,1.001,1.01,0.876,0.928,0.994,1.003,0.906,0.91,1.013,1.007,0.874,0.912,1.02,1.022,0.919,0.943,76,2107,340,8871,10987,79,2181,379,8348,2699,5065,2545,1010,6557,4762,10677,226,*,139,*,227,2906,2602,100,162,72,269,492,0,2988,1955,122,272,271,304,284,2,9,8,10,10,7,161,785,57,847,191,678,226,8252,3518,3893,837,4,1,0,0,0,8,175,432,35,3,0,1/1/14,1,0
A55910,2015,"The Accountable Care Organization, Ltd.",Michigan,0,28543,0.0076,0.0241,2543179,0,0,98.83,12129,11832,333778905,331235726,,,50,49.41,92337,11106,16388,11379,91864,10658,15392,10763,89021,10919,14888,10614,79035,10612,17212,11176,12036,1.095,1.234,1.152,1.203,1.078,1.186,1.089,1.193,1.11,1.217,1.141,1.203,1.055,1.173,1.146,1.207,259,4449,2378,23830,27520,237,3645,1599,22039,4588,11633,7767,4555,15973,12570,22771,4654,273,43,29,773,3765,3362,124,185,138,431,1262,0,1995,3997,151,609,200,414,387,3,11,13,15,11,8,196,810,108,746,322,886,286,10839,4422,5233,1168,15,0,0,0,0,1,167,339,32,0,0,1/1/14,1,0
